Date,"Page description","Series code",Count
"Oct 2018","Full-text PDF",afar,2397
"Oct 2018","Full-text PDF",evco,2394
"Oct 2018","Full-text PDF",pajj,2315
"Oct 2018","Full-text PDF",tneq,2301
"Oct 2018","Full-text PDF",netn,2167
"Oct 2018","Full-text PDF",asep,2071
"Oct 2018","Full-text PDF",posc,1970
"Oct 2018","Full-text PDF",artl,1789
"Oct 2018","Full-text PDF",lmj,1054
"Oct 2018","Full-text PDF",ajhe,981
"Oct 2018","Full-text PDF",artm,723
"Oct 2018","Full-text PDF",tacl,647
"Oct 2018","Full-text PDF",cpsy,459
"Oct 2018","Full-text PDF",opmi,441
"Oct 2018","Full-text PDF",ecal,362
"Oct 2018","Full-text PDF",thld,225
"Oct 2018","Full-text PDF",pam,51
"Oct 2018","Full-text PDF",live,17
"Oct 2018","Full-text HTML",jocn,16540
"Oct 2018","Full-text HTML",isec,9528
"Oct 2018","Full-text HTML",neco,6905
"Oct 2018","Full-text HTML",daed,5211
"Oct 2018","Full-text HTML",edfp,4388
"Oct 2018","Full-text HTML",coli,3630
"Oct 2018","Full-text HTML",glep,2877
"Oct 2018","Full-text HTML",jcws,2264
"Oct 2018","Full-text HTML",rest,1993
"Oct 2018","Full-text HTML",ling,1875
"Oct 2018","Full-text HTML",ajhe,1799
"Oct 2018","Full-text HTML",adev,1768
"Oct 2018","Full-text HTML",artl,1617
"Oct 2018","Full-text HTML",jinh,1534
"Oct 2018","Full-text HTML",asep,1405
"Oct 2018","Full-text HTML",afar,1372
"Oct 2018","Full-text HTML",netn,1346
"Oct 2018","Full-text HTML",evco,1101
"Oct 2018","Full-text HTML",posc,677
"Oct 2018","Full-text HTML",leon,630
"Oct 2018","Full-text HTML",cpsy,598
"Oct 2018","Full-text HTML",desi,480
"Oct 2018","Full-text HTML",octo,432
"Oct 2018","Full-text HTML",dram,361
"Oct 2018","Full-text HTML",grey,296
"Oct 2018","Full-text HTML",opmi,296
"Oct 2018","Full-text HTML",pres,246
"Oct 2018","Full-text HTML",comj,192
"Oct 2018","Full-text HTML",pajj,65
"Oct 2018","Full-text HTML",lmj,62
"Oct 2018","Full-text HTML",tneq,59
"Oct 2018","Full-text HTML",artm,38
"Oct 2018","Full-text HTML",isal,17
"Oct 2018","Full-text HTML",thld,16
"Oct 2018","Full-text HTML",pam,7
"Oct 2018","Full-text HTML",itgg,3
"Oct 2018","Full-text HTML",live,1
"Oct 2018","Full-text EPUB",isec,103
"Oct 2018","Full-text EPUB",daed,75
"Oct 2018","Full-text EPUB",afar,22
"Nov 2018",Abstracts,rest,87080
"Nov 2018",Abstracts,jocn,53044
"Nov 2018",Abstracts,isec,47053
"Nov 2018",Abstracts,neco,36009
"Nov 2018",Abstracts,pres,17613
"Nov 2018",Abstracts,daed,15914
"Nov 2018",Abstracts,glep,15767
"Nov 2018",Abstracts,desi,13764
"Nov 2018",Abstracts,leon,12716
"Nov 2018",Abstracts,posc,9977
"Nov 2018",Abstracts,dram,9598
"Nov 2018",Abstracts,jcws,9284
"Nov 2018",Abstracts,coli,9229
"Nov 2018",Abstracts,octo,9083
"Nov 2018",Abstracts,jinh,8720
"Nov 2018",Abstracts,edfp,7910
"Nov 2018",Abstracts,evco,7123
"Nov 2018",Abstracts,grey,6345
"Nov 2018",Abstracts,ling,5768
"Nov 2018",Abstracts,artl,5760
"Nov 2018",Abstracts,afar,5541
"Nov 2018",Abstracts,comj,5433
"Nov 2018",Abstracts,asep,4780
"Nov 2018",Abstracts,itgg,2990
"Nov 2018",Abstracts,artm,2932
"Nov 2018",Abstracts,pajj,2678
"Nov 2018",Abstracts,tneq,2638
"Nov 2018",Abstracts,lmj,2625
"Nov 2018",Abstracts,isal,2515
"Nov 2018",Abstracts,netn,2182
"Nov 2018",Abstracts,ajhe,1977
"Nov 2018",Abstracts,thld,1344
"Nov 2018",Abstracts,cpsy,822
"Nov 2018",Abstracts,ecal,705
"Nov 2018",Abstracts,opmi,548
"Nov 2018",Abstracts,tacl,474
"Nov 2018",Abstracts,adev,439
"Nov 2018",Abstracts,pam,98
"Nov 2018",Abstracts,live,49
"Nov 2018","Full-text PDF",rest,39544
"Nov 2018","Full-text PDF",isec,34756
"Nov 2018","Full-text PDF",jocn,20768
"Nov 2018","Full-text PDF",neco,16923
"Nov 2018","Full-text PDF",itgg,13354
"Nov 2018","Full-text PDF",coli,12176
"Nov 2018","Full-text PDF",daed,12158
"Nov 2018","Full-text PDF",desi,11010
"Nov 2018","Full-text PDF",octo,7529
"Nov 2018","Full-text PDF",glep,7376
"Nov 2018","Full-text PDF",leon,6379
"Nov 2018","Full-text PDF",pres,6183
"Nov 2018","Full-text PDF",dram,5096
"Nov 2018","Full-text PDF",grey,4963
"Nov 2018","Full-text PDF",jcws,4805
"Nov 2018","Full-text PDF",comj,4371
"Nov 2018","Full-text PDF",ling,4181
"Nov 2018","Full-text PDF",adev,4016
"Nov 2018","Full-text PDF",edfp,3850
"Nov 2018","Full-text PDF",jinh,3757
"Nov 2018","Full-text PDF",posc,3456
"Nov 2018","Full-text PDF",evco,2574
"Nov 2018","Full-text PDF",isal,2559
"Nov 2018","Full-text PDF",asep,2533
"Nov 2018","Full-text PDF",afar,2424
"Nov 2018","Full-text PDF",tneq,2200
"Nov 2018","Full-text PDF",pajj,2184
"Nov 2018","Full-text PDF",netn,2062
"Nov 2018","Full-text PDF",artl,2001
"Nov 2018","Full-text PDF",lmj,1340
"Nov 2018","Full-text PDF",artm,1243
"Nov 2018","Full-text PDF",ajhe,940
"Nov 2018","Full-text PDF",tacl,842
"Nov 2018","Full-text PDF",opmi,613
"Nov 2018","Full-text PDF",thld,605
"Nov 2018","Full-text PDF",cpsy,577
"Nov 2018","Full-text PDF",ecal,367
"Nov 2018","Full-text PDF",pam,79
"Nov 2018","Full-text PDF",live,22
"Nov 2018","Full-text HTML",jocn,22073
"Nov 2018","Full-text HTML",isec,15907
"Nov 2018","Full-text HTML",neco,9022
"Nov 2018","Full-text HTML",daed,5819
"Nov 2018","Full-text HTML",coli,4016
"Nov 2018","Full-text HTML",glep,3539
"Nov 2018","Full-text HTML",edfp,3463
"Nov 2018","Full-text HTML",posc,3121
"Nov 2018","Full-text HTML",artl,2714
"Nov 2018","Full-text HTML",jinh,2459
"Nov 2018","Full-text HTML",rest,2179
"Nov 2018","Full-text HTML",jcws,2149
"Nov 2018","Full-text HTML",ling,1909
"Nov 2018","Full-text HTML",asep,1791
"Nov 2018","Full-text HTML",afar,1623
"Nov 2018","Full-text HTML",adev,1613
"Nov 2018","Full-text HTML",evco,1407
"Nov 2018","Full-text HTML",netn,1335
"Nov 2018","Full-text HTML",ajhe,1121
"Nov 2018","Full-text HTML",opmi,974
"Nov 2018","Full-text HTML",thld,861
"Nov 2018","Full-text HTML",cpsy,624
"Nov 2018","Full-text HTML",leon,539
"Nov 2018","Full-text HTML",dram,536
"Nov 2018","Full-text HTML",octo,394
"Nov 2018","Full-text HTML",desi,316
"Nov 2018","Full-text HTML",comj,302
"Nov 2018","Full-text HTML",pres,277
"Nov 2018","Full-text HTML",grey,194
"Nov 2018","Full-text HTML",artm,185
"Nov 2018","Full-text HTML",lmj,99
"Nov 2018","Full-text HTML",pajj,90
"Nov 2018","Full-text HTML",tneq,53
"Nov 2018","Full-text HTML",isal,11
"Nov 2018","Full-text HTML",pam,6
"Nov 2018","Full-text HTML",tacl,2
"Nov 2018","Full-text HTML",ecal,1
"Nov 2018","Full-text EPUB",isec,268
"Nov 2018","Full-text EPUB",daed,155
"Nov 2018","Full-text EPUB",afar,28
"Dec 2018",Abstracts,rest,101190
"Dec 2018",Abstracts,jocn,42781
"Dec 2018",Abstracts,neco,30960
"Dec 2018",Abstracts,isec,29556
"Dec 2018",Abstracts,pres,13835
"Dec 2018",Abstracts,daed,11516
"Dec 2018",Abstracts,glep,11163
"Dec 2018",Abstracts,leon,11110
"Dec 2018",Abstracts,desi,9139
"Dec 2018",Abstracts,jinh,7884
"Dec 2018",Abstracts,octo,7247
"Dec 2018",Abstracts,dram,7244
"Dec 2018",Abstracts,jcws,7200
"Dec 2018",Abstracts,coli,7069
"Dec 2018",Abstracts,evco,6599
"Dec 2018",Abstracts,edfp,5427
"Dec 2018",Abstracts,ling,5174
"Dec 2018",Abstracts,artl,4616
"Dec 2018",Abstracts,grey,4481
"Dec 2018",Abstracts,afar,4395
"Dec 2018",Abstracts,comj,3937
"Dec 2018",Abstracts,asep,3352
"Dec 2018",Abstracts,posc,3276
"Dec 2018",Abstracts,lmj,3049
"Dec 2018",Abstracts,tneq,3003
"Dec 2018",Abstracts,itgg,2748
"Dec 2018",Abstracts,pajj,2394
"Dec 2018",Abstracts,ajhe,1906
"Dec 2018",Abstracts,isal,1736
"Dec 2018",Abstracts,netn,1682
"Dec 2018",Abstracts,tacl,1297
"Dec 2018",Abstracts,artm,1195
"Dec 2018",Abstracts,cpsy,805
"Dec 2018",Abstracts,ecal,467
"Dec 2018",Abstracts,thld,439
"Dec 2018",Abstracts,adev,406
"Dec 2018",Abstracts,opmi,274
"Dec 2018",Abstracts,live,78
"Dec 2018",Abstracts,pam,55
"Dec 2018",Abstracts,pvar,45
"Dec 2018","Full-text PDF",rest,28397
"Dec 2018","Full-text PDF",isec,23766
"Dec 2018","Full-text PDF",jocn,16554
"Dec 2018","Full-text PDF",neco,14155
"Dec 2018","Full-text PDF",itgg,9655
"Dec 2018","Full-text PDF",coli,9594
"Dec 2018","Full-text PDF",desi,8940
"Dec 2018","Full-text PDF",daed,8453
"Dec 2018","Full-text PDF",octo,6488
"Dec 2018","Full-text PDF",glep,5862
"Dec 2018","Full-text PDF",leon,5793
"Dec 2018","Full-text PDF",pres,5368
"Dec 2018","Full-text PDF",jcws,4119
"Dec 2018","Full-text PDF",dram,4004
"Dec 2018","Full-text PDF",grey,3676
"Dec 2018","Full-text PDF",comj,3657
"Dec 2018","Full-text PDF",jinh,3528
"Dec 2018","Full-text PDF",ling,3496
"Dec 2018","Full-text PDF",edfp,2990
"Dec 2018","Full-text PDF",adev,2666
"Dec 2018","Full-text PDF",evco,2408
"Dec 2018","Full-text PDF",tneq,2095
"Dec 2018","Full-text PDF",afar,2074
"Dec 2018","Full-text PDF",posc,2052
"Dec 2018","Full-text PDF",artl,2005
"Dec 2018","Full-text PDF",asep,2004
"Dec 2018","Full-text PDF",isal,1996
"Dec 2018","Full-text PDF",pajj,1974
"Dec 2018","Full-text PDF",netn,1620
"Dec 2018","Full-text PDF",lmj,1470
"Dec 2018","Full-text PDF",tacl,911
"Dec 2018","Full-text PDF",ajhe,908
"Dec 2018","Full-text PDF",artm,780
"Dec 2018","Full-text PDF",cpsy,554
"Dec 2018","Full-text PDF",thld,416
"Dec 2018","Full-text PDF",opmi,269
"Dec 2018","Full-text PDF",ecal,201
"Dec 2018","Full-text PDF",live,55
"Dec 2018","Full-text PDF",pam,34
"Dec 2018","Full-text PDF",pvar,15
"Dec 2018","Full-text HTML",jocn,18555
"Dec 2018","Full-text HTML",isec,8935
"Dec 2018","Full-text HTML",neco,7829
"Dec 2018","Full-text HTML",daed,3978
"Dec 2018","Full-text HTML",coli,3689
"Dec 2018","Full-text HTML",jinh,3000
"Dec 2018","Full-text HTML",glep,2499
"Dec 2018","Full-text HTML",edfp,2480
"Dec 2018","Full-text HTML",artl,2229
"Dec 2018","Full-text HTML",ling,1782
"Dec 2018","Full-text HTML",jcws,1762
"Dec 2018","Full-text HTML",evco,1659
"Dec 2018","Full-text HTML",rest,1521
"Dec 2018","Full-text HTML",adev,1228
"Dec 2018","Full-text HTML",ajhe,1194
"Dec 2018","Full-text HTML",asep,1054
"Dec 2018","Full-text HTML",posc,941
"Dec 2018","Full-text HTML",netn,934
"Dec 2018","Full-text HTML",afar,843
"Dec 2018","Full-text HTML",leon,423
"Dec 2018","Full-text HTML",cpsy,344
"Dec 2018","Full-text HTML",dram,321
"Dec 2018","Full-text HTML",octo,270
"Dec 2018","Full-text HTML",opmi,230
"Dec 2018","Full-text HTML",grey,215
"Dec 2018","Full-text HTML",desi,204
"Dec 2018","Full-text HTML",pres,202
"Dec 2018","Full-text HTML",comj,193
"Dec 2018","Full-text HTML",lmj,141
"Dec 2018","Full-text HTML",tneq,123
"Dec 2018","Full-text HTML",pajj,47
"Dec 2018","Full-text HTML",tacl,40
"Dec 2018","Full-text HTML",artm,34
"Dec 2018","Full-text HTML",itgg,23
"Dec 2018","Full-text HTML",isal,6
"Dec 2018","Full-text HTML",thld,6
"Dec 2018","Full-text HTML",pam,3
"Dec 2018","Full-text HTML",live,1
"Dec 2018","Full-text EPUB",isec,154
"Dec 2018","Full-text EPUB",daed,82
"Dec 2018","Full-text EPUB",afar,10
"Jan 2019",Abstracts,rest,63004
"Jan 2019",Abstracts,jocn,45228
"Jan 2019",Abstracts,neco,33443
"Jan 2019",Abstracts,isec,26089
"Jan 2019",Abstracts,pvar,14472
"Jan 2019",Abstracts,leon,14349
"Jan 2019",Abstracts,daed,12104
"Jan 2019",Abstracts,desi,12021
"Jan 2019",Abstracts,glep,11759
"Jan 2019",Abstracts,jinh,8863
"Jan 2019",Abstracts,afar,8800
"Jan 2019",Abstracts,jcws,8752
"Jan 2019",Abstracts,dram,8540
"Jan 2019",Abstracts,octo,8093
"Jan 2019",Abstracts,coli,6852
"Jan 2019",Abstracts,evco,6389
"Jan 2019",Abstracts,edfp,5949
"Jan 2019",Abstracts,comj,5448
"Jan 2019",Abstracts,ling,5386
"Jan 2019",Abstracts,grey,5331
"Jan 2019",Abstracts,artl,4910
"Jan 2019",Abstracts,itgg,4449
"Jan 2019",Abstracts,posc,3686
"Jan 2019",Abstracts,asep,3636
"Jan 2019",Abstracts,pajj,3004
"Jan 2019",Abstracts,lmj,2998
"Jan 2019",Abstracts,tneq,2914
"Jan 2019",Abstracts,isal,2555
"Jan 2019",Abstracts,tacl,2277
"Jan 2019",Abstracts,ajhe,2219
"Jan 2019",Abstracts,netn,1434
"Jan 2019",Abstracts,artm,1300
"Jan 2019",Abstracts,thld,1191
"Jan 2019",Abstracts,pres,791
"Jan 2019",Abstracts,ecal,562
"Jan 2019",Abstracts,cpsy,476
"Jan 2019",Abstracts,adev,348
"Jan 2019",Abstracts,opmi,199
"Jan 2019",Abstracts,live,105
"Jan 2019",Abstracts,pam,68
"Jan 2019","Full-text PDF",rest,31083
"Jan 2019","Full-text PDF",isec,22434
"Jan 2019","Full-text PDF",jocn,18443
"Jan 2019","Full-text PDF",neco,16199
"Jan 2019","Full-text PDF",itgg,10782
"Jan 2019","Full-text PDF",daed,10703
"Jan 2019","Full-text PDF",desi,10301
"Jan 2019","Full-text PDF",coli,9950
"Jan 2019","Full-text PDF",octo,6805
"Jan 2019","Full-text PDF",leon,6355
"Jan 2019","Full-text PDF",glep,6177
"Jan 2019","Full-text PDF",pvar,6168
"Jan 2019","Full-text PDF",jcws,4333
"Jan 2019","Full-text PDF",comj,4316
"Jan 2019","Full-text PDF",dram,3985
"Jan 2019","Full-text PDF",grey,3927
"Jan 2019","Full-text PDF",ling,3469
"Jan 2019","Full-text PDF",jinh,3458
"Jan 2019","Full-text PDF",edfp,3340
"Jan 2019","Full-text PDF",pajj,3002
"Jan 2019","Full-text PDF",afar,2653
"Jan 2019","Full-text PDF",adev,2614
"Jan 2019","Full-text PDF",posc,2528
"Jan 2019","Full-text PDF",evco,2424
"Jan 2019","Full-text PDF",isal,2155
"Jan 2019","Full-text PDF",artl,2131
"Jan 2019","Full-text PDF",tneq,2084
"Jan 2019","Full-text PDF",tacl,2050
"Jan 2019","Full-text PDF",netn,1793
"Jan 2019","Full-text PDF",asep,1474
"Jan 2019","Full-text PDF",lmj,1112
"Jan 2019","Full-text PDF",ajhe,994
"Jan 2019","Full-text PDF",artm,859
"Jan 2019","Full-text PDF",thld,843
"Jan 2019","Full-text PDF",cpsy,537
"Jan 2019","Full-text PDF",ecal,323
"Jan 2019","Full-text PDF",opmi,307
"Jan 2019","Full-text PDF",live,39
"Jan 2019","Full-text PDF",pam,30
"Jan 2019","Full-text HTML",jocn,22614
"Jan 2019","Full-text HTML",neco,10678
"Jan 2019","Full-text HTML",daed,9655
"Jan 2019","Full-text HTML",isec,9315
"Jan 2019","Full-text HTML",coli,4871
"Jan 2019","Full-text HTML",edfp,3820
"Jan 2019","Full-text HTML",glep,3199
"Jan 2019","Full-text HTML",ling,2268
"Jan 2019","Full-text HTML",jcws,2062
"Jan 2019","Full-text HTML",jinh,1969
"Jan 2019","Full-text HTML",artl,1768
"Jan 2019","Full-text HTML",netn,1738
"Jan 2019","Full-text HTML",adev,1703
"Jan 2019","Full-text HTML",evco,1633
"Jan 2019","Full-text HTML",asep,1407
"Jan 2019","Full-text HTML",rest,1369
"Jan 2019","Full-text HTML",ajhe,1337
"Jan 2019","Full-text HTML",afar,1216
"Jan 2019","Full-text HTML",posc,1123
"Jan 2019","Full-text HTML",cpsy,1057
"Jan 2019","Full-text HTML",leon,485
"Jan 2019","Full-text HTML",opmi,390
"Jan 2019","Full-text HTML",desi,332
"Jan 2019","Full-text HTML",octo,308
"Jan 2019","Full-text HTML",dram,306
"Jan 2019","Full-text HTML",grey,204
"Jan 2019","Full-text HTML",pvar,178
"Jan 2019","Full-text HTML",comj,118
"Jan 2019","Full-text HTML",lmj,103
"Jan 2019","Full-text HTML",tneq,97
"Jan 2019","Full-text HTML",pajj,68
"Jan 2019","Full-text HTML",thld,38
"Jan 2019","Full-text HTML",pres,36
"Jan 2019","Full-text HTML",artm,30
"Jan 2019","Full-text HTML",isal,10
"Jan 2019","Full-text HTML",itgg,3
"Jan 2019","Full-text HTML",live,2
"Jan 2019","Full-text HTML",dint,1
"Jan 2019","Full-text HTML",ecal,1
"Jan 2019","Full-text HTML",pam,1
"Jan 2019","Full-text EPUB",daed,233
"Jan 2019","Full-text EPUB",isec,120
"Jan 2019","Full-text EPUB",afar,24
"Feb 2019",Abstracts,rest,64730
"Feb 2019",Abstracts,jocn,39477
"Feb 2019",Abstracts,isec,30071
"Feb 2019",Abstracts,neco,27179
"Feb 2019",Abstracts,leon,13336
"Feb 2019",Abstracts,pvar,12716
"Feb 2019",Abstracts,glep,12188
"Feb 2019",Abstracts,desi,11561
"Feb 2019",Abstracts,daed,10531
"Feb 2019",Abstracts,jcws,7888
"Feb 2019",Abstracts,octo,7310
"Feb 2019",Abstracts,dram,7227
"Feb 2019",Abstracts,jinh,6154
"Feb 2019",Abstracts,edfp,5480
"Feb 2019",Abstracts,evco,4644
"Feb 2019",Abstracts,coli,4613
"Feb 2019",Abstracts,afar,4402
"Feb 2019",Abstracts,ling,4260
"Feb 2019",Abstracts,artl,4259
"Feb 2019",Abstracts,grey,4117
"Feb 2019",Abstracts,comj,3928
"Feb 2019",Abstracts,itgg,3311
"Feb 2019",Abstracts,asep,2653
"Feb 2019",Abstracts,tacl,2513
"Feb 2019",Abstracts,posc,2504
"Feb 2019",Abstracts,ajhe,2336
"Feb 2019",Abstracts,pajj,2268
"Feb 2019",Abstracts,tneq,1994
"Feb 2019",Abstracts,isal,1824
"Feb 2019",Abstracts,lmj,1720
"Feb 2019",Abstracts,thld,1563
"Feb 2019",Abstracts,artm,1074
"Feb 2019",Abstracts,netn,765
"Feb 2019",Abstracts,pres,655
"Feb 2019",Abstracts,ecal,344
"Feb 2019",Abstracts,cpsy,211
"Feb 2019",Abstracts,opmi,106
"Feb 2019",Abstracts,adev,71
"Feb 2019",Abstracts,pam,51
"Feb 2019",Abstracts,live,21
"Feb 2019",Abstracts,Other,2
"Feb 2019","Full-text PDF",rest,32596
"Feb 2019","Full-text PDF",isec,31324
"Feb 2019","Full-text PDF",jocn,18094
"Feb 2019","Full-text PDF",neco,14134
"Feb 2019","Full-text PDF",itgg,10538
"Feb 2019","Full-text PDF",desi,10260
"Feb 2019","Full-text PDF",daed,9575
"Feb 2019","Full-text PDF",coli,9021
"Feb 2019","Full-text PDF",leon,6784
"Feb 2019","Full-text PDF",glep,6769
"Feb 2019","Full-text PDF",octo,5920
"Feb 2019","Full-text PDF",pvar,5571
"Feb 2019","Full-text PDF",jcws,4655
"Feb 2019","Full-text PDF",jinh,4617
"Feb 2019","Full-text PDF",dram,3992
"Feb 2019","Full-text PDF",edfp,3838
"Feb 2019","Full-text PDF",grey,3484
"Feb 2019","Full-text PDF",comj,3473
"Feb 2019","Full-text PDF",ling,3207
"Feb 2019","Full-text PDF",tacl,2706
"Feb 2019","Full-text PDF",adev,2568
"Feb 2019","Full-text PDF",tneq,2487
"Feb 2019","Full-text PDF",isal,2452
"Feb 2019","Full-text PDF",afar,2438
"Feb 2019","Full-text PDF",posc,2246
"Feb 2019","Full-text PDF",pajj,2223
"Feb 2019","Full-text PDF",evco,2183
"Feb 2019","Full-text PDF",netn,2158
"Feb 2019","Full-text PDF",artl,1889
"Feb 2019","Full-text PDF",asep,1418
"Feb 2019","Full-text PDF",ajhe,1161
"Feb 2019","Full-text PDF",lmj,969
"Feb 2019","Full-text PDF",thld,865
"Feb 2019","Full-text PDF",artm,779
"Feb 2019","Full-text PDF",cpsy,580
"Feb 2019","Full-text PDF",opmi,278
"Feb 2019","Full-text PDF",ecal,157
"Feb 2019","Full-text PDF",pam,22
"Feb 2019","Full-text PDF",live,17
"Feb 2019","Full-text HTML",jocn,23245
"Feb 2019","Full-text HTML",isec,22675
"Feb 2019","Full-text HTML",neco,10024
"Feb 2019","Full-text HTML",daed,6550
"Feb 2019","Full-text HTML",coli,5508
"Feb 2019","Full-text HTML",edfp,4751
"Feb 2019","Full-text HTML",netn,4741
"Feb 2019","Full-text HTML",glep,3772
"Feb 2019","Full-text HTML",jcws,2801
"Feb 2019","Full-text HTML",ajhe,2263
"Feb 2019","Full-text HTML",jinh,2076
"Feb 2019","Full-text HTML",ling,1858
"Feb 2019","Full-text HTML",artl,1847
